level,rep,comment
L1,139,"This portfolio emphasizes stocks with relatively strong expected returns while tilting toward lower-volatility, lower-correlation defensive names such as MRK, PG, WMT, JNJ, MCD, and AMGN. It limits or excludes negative-return and high-volatility stocks like MMM, VZ, BA, and DOW, while keeping moderate exposure to higher-return growth names such as MSFT, AAPL, AMZN, UNH, and V for balance."
L2,139,"The portfolio was constructed using a long-only mean-variance approach with lambda = 0.5, favoring stocks with stronger expected returns while penalizing high variance and covariance. Because the investor is risk-averse, the solution tilts toward lower-volatility, diversifying names such as MRK, PG, WMT, JNJ, and AMGN, while still keeping meaningful exposure to higher-return stocks like MSFT, AAPL, AMZN, CRM, UNH, and V."
L3,139,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights that sum to 1. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative- or low-alpha names are pushed to zero by the no-short-selling constraint. The result is a diversified allocation across technology, healthcare, financials, consumer, and defensive stocks."
L0,140,"This portfolio emphasizes lower-volatility, defensive, and high-quality large-cap stocks while maintaining exposure across technology, healthcare, consumer staples, financials, industrials, energy, and communication services. Higher weights were assigned to historically resilient companies such as JNJ, MSFT, PG, UNH, WMT, KO, and MRK, while more cyclical names like BA, DOW, and DIS were kept smaller. The weights are long-only, non-negative, and sum exactly to 1."
L1,140,"This portfolio emphasizes higher-return stocks with comparatively favorable risk while giving larger weights to defensive, lower-volatility names such as WMT, JNJ, PG, MRK, MCD, and AMGN. It limits or excludes negative-return and high-volatility stocks like MMM, INTC, VZ, BA, and DOW, while keeping moderate exposure to growth names such as MSFT, AAPL, AMZN, UNH, and V for return potential."
L2,140,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. Because the investor is risk-averse, the solution tilts toward high risk-adjusted return stocks and lower-volatility diversifiers such as MRK, PG, WMT, AMGN, and UNH, while excluding negative-return or inefficient names."
L3,140,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. Higher weights go to assets with strong expected returns and favorable risk-adjusted covariance structure, while negative or weak-return names and highly volatile names receive zero or minimal weight. The result is a diversified long-only allocation across technology, healthcare, consumer, financials, and defensives."
L0,141,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested to provide broad diversification across all 30 stocks. The construction is intended to reduce concentration risk and suit a risk-averse investor."
L1,141,"This portfolio emphasizes higher-return stocks with relatively favorable risk profiles while giving substantial weight to defensive names such as MRK, PG, WMT, JNJ, MCD, and AMGN to reduce volatility. It also limits exposure to more volatile or negative-return stocks like BA, MMM, INTC, and VZ, while maintaining diversification across technology, healthcare, consumer, financials, and industrials."
L2,141,"This portfolio applies a long-only mean-variance allocation with lambda = 0.5, favoring stocks with stronger expected returns relative to their risk and correlation structure. The solution concentrates on a diversified set of high-return and lower-volatility names such as MSFT, AAPL, MRK, PG, WMT, UNH, V, AMZN, and AMGN while assigning zero weight to less attractive risk-adjusted candidates."
L3,141,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights and full investment. Higher weights were assigned to stocks with strong expected returns and favorable risk-adjusted covariance profiles, while negative or weak-return names were pushed to zero. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
